timestamps,open,high,low,close,volume,amount
2025-12-03 09:30:00,0.995236,1.002469,0.99419266,1.0,648918700.0,647604300.0
2025-12-03 09:35:00,0.9999652,1.0036165,0.99822646,1.0022606,202830320.0,203036620.0
2025-12-03 09:40:00,1.0022603,1.0029558,0.99840033,1.000541,176617440.0,176801000.0
2025-12-03 09:45:00,1.000452,1.0019108,0.99819165,0.99855685,149393200.0,149360000.0
2025-12-03 09:50:00,0.99850476,1.0004867,0.99798304,0.9993045,124291496.0,124175870.0
2025-12-03 09:55:00,0.9993741,1.0012866,0.99860907,1.0009737,97962160.0,97968110.0
2025-12-03 10:00:00,1.0009563,1.0023298,0.9998957,1.001078,117201740.0,117326570.0
2025-12-03 10:05:00,1.0010432,1.001669,0.9994784,0.9995131,100347260.0,100390010.0
2025-12-03 10:10:00,0.9994088,1.0011128,0.99920017,1.0006955,88764230.0,88773490.0
2025-12-03 10:15:00,1.0007303,1.0010432,0.9998261,0.9999478,64273624.0,64298480.0
2025-12-03 10:20:00,0.9999304,1.0002086,0.99916536,0.9997914,65300824.0,65286060.0
2025-12-03 10:25:00,0.99972177,1.000452,0.99906105,0.99920195,69891016.0,69863704.0
2025-12-03 10:30:00,0.99913067,1.0000695,0.997218,0.99913067,154341700.0,154169940.0
2025-12-03 10:35:00,0.99911326,0.99911326,0.99676603,0.99728763,87467010.0,87298200.0
2025-12-03 10:40:00,0.99739194,0.99760056,0.9952012,0.995375,123121380.0,122677170.0
2025-12-03 10:45:00,0.9954446,0.9971555,0.995236,0.9956532,98318460.0,97912640.0
2025-12-03 10:50:00,0.9955489,0.9963327,0.995375,0.996123,62242228.0,61983604.0
2025-12-03 10:55:00,0.99614,0.99662656,0.99464476,0.9946796,73414610.0,73085910.0
2025-12-03 11:00:00,0.99460995,0.9960705,0.99367106,0.9956358,101757224.0,101248120.0
2025-12-03 11:05:00,0.9955836,0.9965226,0.9947839,0.9961366,73566160.0,73253990.0
2025-12-03 11:10:00,0.99615633,0.9968004,0.9954446,0.9959662,80806024.0,80490220.0
2025-12-03 11:15:00,0.9959662,0.9971137,0.99579227,0.9961748,67651416.0,67398510.0
2025-12-03 11:20:00,0.9962096,0.9962791,0.9943666,0.9954967,63478204.0,63198140.0
2025-12-03 11:25:00,0.9954793,0.9962096,0.995375,0.9959662,43794324.0,43608530.0
2025-12-03 11:30:00,0.996001,0.9970442,0.9955836,0.9967833,62887250.0,62657900.0
2025-12-03 11:35:00,0.9968007,0.99697465,0.9960705,0.996905,38841790.0,38713136.0
2025-12-03 11:40:00,0.99692243,0.99739194,0.9963491,0.9970584,56189456.0,56016980.0
2025-12-03 11:45:00,0.9970094,0.9970271,0.9960013,0.9965493,47539348.0,47379936.0
2025-12-03 11:50:00,0.9965921,0.9966269,0.99450564,0.99460995,49845084.0,49624950.0
2025-12-03 11:55:00,0.99454045,0.99457526,0.99328864,0.99398404,79299150.0,78831060.0
2025-12-03 12:00:00,0.99394923,0.99421006,0.9928017,0.99360156,54940824.0,54591436.0
2025-12-03 12:05:00,0.99353194,0.99412316,0.99294084,0.9931495,38709224.0,38455150.0
2025-12-03 12:10:00,0.993219,0.9943318,0.9931147,0.9942417,36094348.0,35867920.0
2025-12-03 12:15:00,0.9942623,0.99471426,0.99401915,0.99443614,36222030.0,36017664.0
2025-12-03 12:20:00,0.99447095,0.9954098,0.99447095,0.9951921,45377972.0,45145904.0
2025-12-03 12:25:00,0.99516636,0.9961226,0.99504465,0.9958793,65703132.0,65410970.0
2025-12-03 12:30:00,0.9957576,0.9960705,0.9950273,0.99509686,42100824.0,41910868.0
2025-12-03 12:35:00,0.9949925,0.995236,0.99443614,0.99443614,34531980.0,34351556.0
2025-12-03 12:40:00,0.99447095,0.99457526,0.99353194,0.9942449,43189276.0,42939028.0
2025-12-03 12:45:00,0.99429697,0.99457526,0.99401885,0.9943492,34353690.0,34158220.0
2025-12-03 12:50:00,0.9943666,0.99443614,0.99356675,0.99408835,45231890.0,44965670.0
2025-12-03 12:55:00,0.99408835,0.9949577,0.993918,0.99407274,37035280.0,36822668.0
2025-12-03 13:00:00,0.99412316,0.99413186,0.99342763,0.99401885,45677332.0,45399860.0
2025-12-03 13:05:00,0.99405354,0.9948534,0.9926626,0.9926626,48744556.0,48430544.0
2025-12-03 13:10:00,0.9926626,0.993493,0.9925931,0.99304515,41148390.0,40858230.0
2025-12-03 13:15:00,0.99304515,0.99342763,0.9922453,0.99331814,43449816.0,43146064.0
2025-12-03 13:20:00,0.99327123,0.99419266,0.9930261,0.99391454,172437330.0,171333920.0
2025-12-03 13:25:00,0.99387974,0.99389714,0.99337554,0.9934252,23872050.0,23720330.0
2025-12-03 13:30:00,0.99342763,0.99408805,0.99342763,0.9937406,29048310.0,28864462.0
2025-12-03 13:35:00,0.993758,0.99422747,0.9937406,0.9937583,32330634.0,32132482.0
2025-12-03 13:40:00,0.9937386,0.99422747,0.99327123,0.99415797,30875242.0,30685324.0
2025-12-03 13:45:00,0.99419266,0.9943318,0.99335814,0.9936676,27882788.0,27712356.0
2025-12-03 13:50:00,0.99370587,0.99396706,0.99342763,0.9938449,27782138.0,27608122.0
2025-12-03 13:55:00,0.9938449,0.99396664,0.9925937,0.9927322,38807860.0,38547244.0
2025-12-03 14:00:00,0.9926626,0.9932538,0.99241924,0.99249643,40230180.0,39936824.0
2025-12-03 14:05:00,0.992454,0.99294084,0.9921758,0.9922453,40598850.0,40292490.0
2025-12-03 14:10:00,0.99223214,0.9923148,0.9914455,0.9922453,46921650.0,46549064.0
2025-12-03 14:15:00,0.9922453,0.9928625,0.99158496,0.9916889,49545148.0,49153516.0
2025-12-03 14:20:00,0.99157864,0.9915846,0.9906607,0.9912717,61782692.0,61243572.0
2025-12-03 14:25:00,0.99129075,0.9918288,0.9912717,0.9917933,39656190.0,39320944.0
2025-12-03 14:30:00,0.9918629,0.99193203,0.98956805,0.98995024,128875360.0,127693350.0
2025-12-03 14:35:00,0.98995024,0.9909239,0.98915046,0.98988074,82773576.0,81943880.0
2025-12-03 14:40:00,0.98991555,0.99012417,0.98942864,0.9898112,47363356.0,46881190.0
2025-12-03 14:45:00,0.9897764,0.98989815,0.98887223,0.98922,54657280.0,54080196.0
2025-12-03 14:50:00,0.9891852,0.9914108,0.9891852,0.9912022,67566584.0,66907532.0
2025-12-03 14:55:00,0.9912022,0.99139166,0.99012417,0.99026257,48693940.0,48243284.0
2025-12-03 15:00:00,0.9902285,0.9903328,0.98932433,0.98974156,71700120.0,70976430.0
2025-12-03 15:05:00,0.9898112,0.9902977,0.9891852,0.98960245,63691868.0,63037380.0
2025-12-03 15:10:00,0.98961985,0.99047184,0.98961985,0.9897764,50576950.0,50064708.0
2025-12-03 15:15:00,0.98974156,0.9899954,0.9885419,0.988681,76026320.0,75208280.0
2025-12-03 15:20:00,0.9886984,0.98935914,0.9886636,0.98922,61795056.0,61114404.0
2025-12-03 15:25:00,0.9891313,0.9897607,0.9886984,0.98951554,2455081000.0,2428754000.0
2025-12-03 15:35:00,0.9875856,0.98836625,0.9872031,0.9881072,95421480.0,94258824.0
2025-12-03 15:40:00,0.9880551,0.98970675,0.9878638,0.98925483,100855400.0,99717770.0
2025-12-03 15:45:00,0.98925483,0.99001986,0.9882289,0.9885593,73068664.0,72266056.0
2025-12-03 15:50:00,0.9885245,0.98928916,0.9862298,0.9869249,177053120.0,174882830.0
2025-12-03 15:55:00,0.9868554,0.98960245,0.98598605,0.9881072,553658560.0,546814100.0
2025-12-04 09:30:00,0.9879681,0.99012417,0.9846646,0.984821,451834880.0,445913340.0
2025-12-04 09:35:00,0.984821,0.9875161,0.9830823,0.9842386,139105090.0,137006620.0
2025-12-04 09:40:00,0.98435163,0.98513883,0.9817439,0.9833084,164373300.0,161683440.0
2025-12-04 09:45:00,0.9833084,0.9833084,0.9801095,0.98049206,167960140.0,164904050.0
2025-12-04 09:50:00,0.9805268,0.98090863,0.9785443,0.9790312,127920344.0,125330310.0
2025-12-04 09:55:00,0.9790659,0.97997004,0.9778315,0.9786834,128148960.0,125443440.0
2025-12-04 10:00:00,0.9786486,0.9799352,0.977362,0.97986573,132329940.0,129544776.0
2025-12-04 10:05:00,0.9797614,0.98063076,0.97899914,0.9798309,110175544.0,107950616.0
2025-12-04 10:10:00,0.97979623,0.98042214,0.978753,0.98017836,77913640.0,76338810.0
2025-12-04 10:15:00,0.98000485,0.98090893,0.9795528,0.9802656,80931690.0,79327870.0
2025-12-04 10:20:00,0.9802656,0.98038733,0.97746634,0.97760546,103755544.0,101569540.0
2025-12-04 10:25:00,0.9776403,0.9782314,0.9746148,0.9779358,159117090.0,155474190.0
2025-12-04 10:30:00,0.9778836,0.9792398,0.97758806,0.9788573,90774640.0,88813200.0
2025-12-04 10:35:00,0.9787878,0.9791007,0.9782393,0.9788539,75520490.0,73915330.0
2025-12-04 10:40:00,0.9788921,0.9790138,0.9779879,0.9783357,58771256.0,57511044.0
2025-12-04 10:45:00,0.9783357,0.9790659,0.97611016,0.97708386,88114330.0,86144880.0
2025-12-04 10:50:00,0.97708386,0.97732717,0.975206,0.97593623,80091410.0,78200310.0
2025-12-04 10:55:00,0.97597104,0.97659695,0.9753972,0.9763535,62947348.0,61441628.0
2025-12-04 11:00:00,0.97638834,0.97724026,0.97534513,0.97586673,66463180.0,64882028.0
2025-12-04 11:05:00,0.9757624,0.9757624,0.9741628,0.9752755,77012110.0,75105350.0
2025-12-04 11:10:00,0.9752929,0.97605735,0.9747191,0.9748931,52047870.0,50759196.0
2025-12-04 11:15:00,0.9748235,0.9748235,0.97301525,0.9742498,109124480.0,106312130.0
2025-12-04 11:20:00,0.9742324,0.9755712,0.97419786,0.9748235,53190960.0,51845560.0
2025-12-04 11:25:00,0.9748931,0.975206,0.9741628,0.9746496,44729788.0,43599372.0
2025-12-04 11:30:00,0.974667,0.9763535,0.9741628,0.97541463,72016450.0,70226810.0
2025-12-04 11:35:00,0.97544944,0.9762492,0.97534513,0.9755538,51804300.0,50542836.0
2025-12-04 11:40:00,0.975519,0.9755885,0.9743113,0.9745105,63565624.0,61975360.0
2025-12-04 11:45:00,0.9745453,0.97631884,0.9745453,0.9762145,52131550.0,50849424.0
2025-12-04 11:50:00,0.9761797,0.9769221,0.97597104,0.97624964,51297890.0,50083700.0
2025-12-04 11:55:00,0.9762145,0.97656214,0.9746496,0.97486836,51209892.0,49959020.0
2025-12-04 12:00:00,0.9748235,0.9760222,0.9745453,0.97590154,47468892.0,46297508.0
2025-12-04 12:05:00,0.97584933,0.9762492,0.9748931,0.9749626,46036508.0,44908090.0
2025-12-04 12:10:00,0.97498,0.9750669,0.97374547,0.97463465,74150504.0,72267580.0
2025-12-04 12:15:00,0.9746652,0.9747539,0.9737685,0.9738151,52380300.0,51031544.0
2025-12-04 12:20:00,0.9737977,0.9742667,0.9735021,0.9737108,57287972.0,55788132.0
2025-12-04 12:25:00,0.9737803,0.9742672,0.97345966,0.9740758,37860892.0,36872560.0
2025-12-04 12:30:00,0.974128,0.9741628,0.97301525,0.9739368,48674100.0,47399360.0
2025-12-04 12:35:00,0.9739194,0.9748583,0.97306746,0.97311956,59834980.0,58263784.0
2025-12-04 12:40:00,0.97305006,0.9739194,0.97305006,0.97391665,42409100.0,41284580.0
2025-12-04 12:45:00,0.9739889,0.9751365,0.9737803,0.9744236,46611360.0,45414956.0
2025-12-04 12:50:00,0.9744758,0.9753684,0.9743715,0.9751747,36557050.0,35637548.0
2025-12-04 12:55:00,0.9753103,0.9753103,0.9745453,0.97478735,30483284.0,29720846.0
2025-12-04 13:00:00,0.9747191,0.9747883,0.9739194,0.9745248,37882460.0,36916000.0
2025-12-04 13:05:00,0.9745453,0.9745801,0.97305006,0.97315437,37872970.0,36881924.0
2025-12-04 13:10:00,0.97315437,0.9734325,0.97242415,0.973363,53413252.0,51976090.0
2025-12-04 13:15:00,0.973363,0.9741628,0.97301525,0.9734847,48034544.0,46761940.0
2025-12-04 13:20:00,0.9735021,0.9739889,0.9734673,0.9739531,38798084.0,37778772.0
2025-12-04 13:25:00,0.9739368,0.9740584,0.9734673,0.9736934,38846108.0,37827910.0
2025-12-04 13:30:00,0.97364116,0.9740237,0.973363,0.9734012,46660536.0,45429040.0
2025-12-04 13:35:00,0.9733804,0.9734325,0.97291094,0.97298044,41293330.0,40185680.0
2025-12-04 13:40:00,0.97299474,0.97318906,0.97228503,0.97301525,68229430.0,66378440.0
2025-12-04 13:45:00,0.97305006,0.9737803,0.972952,0.9732938,47172120.0,45911160.0
2025-12-04 13:50:00,0.9733282,0.9734673,0.9725986,0.97261536,42136484.0,40998896.0
2025-12-04 13:55:00,0.97259796,0.97270197,0.97151995,0.97151995,82313464.0,80015680.0
2025-12-04 14:00:00,0.97151995,0.97218066,0.9709594,0.9710331,72419900.0,70350376.0
2025-12-04 14:05:00,0.9710679,0.97138083,0.9706506,0.9711027,69917470.0,67893400.0
2025-12-04 14:10:00,0.9710679,0.97186774,0.970581,0.9716591,61559824.0,59792690.0
2025-12-04 14:15:00,0.9716591,0.97176343,0.9699597,0.9700942,62828584.0,60998332.0
2025-12-04 14:20:00,0.9700594,0.970129,0.96877277,0.970025,84091224.0,81547176.0
2025-12-04 14:25:00,0.9700594,0.9704072,0.9695726,0.96971166,61722588.0,59867064.0
2025-12-04 14:30:00,0.96971166,0.9708244,0.9695726,0.9708244,67809580.0,65791110.0
2025-12-04 14:35:00,0.9708592,0.97311956,0.9708592,0.97245884,87410640.0,84947780.0
2025-12-04 14:40:00,0.97247624,0.97357166,0.97228503,0.97357166,45687972.0,44453308.0
2025-12-04 14:45:00,0.97357166,0.9738498,0.9732935,0.9735021,59247184.0,57680348.0
2025-12-04 14:50:00,0.9735021,0.9743019,0.9734673,0.9743019,56201532.0,54734296.0
2025-12-04 14:55:00,0.9743367,0.9748931,0.9740932,0.9748583,72704024.0,70853370.0
2025-12-04 15:00:00,0.9748235,0.9762145,0.9746148,0.9753103,89400050.0,87186570.0
2025-12-04 15:05:00,0.9753103,0.975519,0.9742324,0.9747191,89222620.0,86987170.0
2025-12-04 15:10:00,0.9747539,0.9752408,0.9744062,0.9748586,47584496.0,46386076.0
2025-12-04 15:15:00,0.9748583,0.97544944,0.974441,0.97537297,58622296.0,57158524.0
2025-12-04 15:20:00,0.97544944,0.9755885,0.97469485,0.9747191,70322370.0,68572250.0
2025-12-04 15:25:00,0.9747887,0.9750322,0.9739889,0.9741106,63282656.0,61667692.0
2025-12-04 15:30:00,0.9740932,0.9744062,0.9739889,0.974128,58209060.0,56704590.0
2025-12-04 15:35:00,0.9741624,0.97419757,0.9733282,0.97419757,81939910.0,79807140.0
2025-12-04 15:40:00,0.97419757,0.9745105,0.9733282,0.974128,69882100.0,68068030.0
2025-12-04 15:45:00,0.9741628,0.9743367,0.9735021,0.9738151,87043990.0,84776860.0
2025-12-04 15:50:00,0.9739194,0.9743019,0.9722154,0.97247624,182828100.0,177933460.0
2025-12-04 15:55:00,0.97252846,0.97607535,0.97252846,0.97593623,430402020.0,419326530.0
2025-12-05 09:30:00,0.9755538,0.97732717,0.97186774,0.97193724,353636350.0,344502430.0
2025-12-05 09:35:00,0.97197205,0.9758316,0.9711374,0.9748896,136303580.0,132685770.0
2025-12-05 09:40:00,0.9749105,0.9755364,0.9715721,0.97193724,97179680.0,94603350.0
2025-12-05 09:45:00,0.97193724,0.97307295,0.9712417,0.9728588,98078620.0,95359656.0
2025-12-05 09:50:00,0.97291094,0.97367597,0.9722154,0.97308826,70449760.0,68545690.0
2025-12-05 09:55:00,0.97315437,0.9745801,0.97311956,0.9743019,56403692.0,54925292.0
2025-12-05 10:00:00,0.9744062,0.9757971,0.97322387,0.97322387,85048260.0,82850840.0
2025-12-05 10:05:00,0.9732761,0.9742672,0.97256315,0.9734325,70641576.0,68761430.0
2025-12-05 10:10:00,0.973429,0.97611016,0.97315437,0.9760062,72877430.0,71031810.0
2025-12-05 10:15:00,0.97607535,0.9773446,0.9756932,0.97661436,75258800.0,73485090.0
2025-12-05 10:20:00,0.9767709,0.9776403,0.97543025,0.9754842,82668904.0,80712250.0
2025-12-05 10:25:00,0.975519,0.9758319,0.9747539,0.9752585,64790096.0,63192428.0
2025-12-05 10:30:00,0.9752755,0.97708386,0.975206,0.97656214,72446650.0,70710240.0
2025-12-05 10:35:00,0.97659695,0.9767865,0.975206,0.9752581,59081260.0,57661056.0
2025-12-05 10:40:00,0.9752408,0.9753798,0.9744062,0.97480613,78838750.0,76864490.0
2025-12-05 10:45:00,0.9748332,0.9753329,0.9742324,0.9751017,47771416.0,46571160.0
2025-12-05 10:50:00,0.9751017,0.97544944,0.97301525,0.973469,53745684.0,52362210.0
2025-12-05 10:55:00,0.9735021,0.9741624,0.9730166,0.9739368,49091364.0,47798024.0
2025-12-05 11:00:00,0.9739541,0.9747887,0.97362375,0.9740584,38017044.0,37032640.0
2025-12-05 11:05:00,0.9740237,0.9745453,0.97294575,0.97353685,51283508.0,49937976.0
2025-12-05 11:10:00,0.9734673,0.9742667,0.97291094,0.97315437,42129868.0,41011310.0
2025-12-05 11:15:00,0.97315437,0.9734673,0.9722154,0.97247624,443866880.0,431806270.0
2025-12-05 11:20:00,0.97247624,0.97275966,0.97210765,0.97216326,44729500.0,43493924.0
2025-12-05 11:25:00,0.9722154,0.9731185,0.971207,0.9712244,48282140.0,46927410.0
2025-12-05 11:30:00,0.9712417,0.971346,0.9694683,0.96984386,93609790.0,90845960.0
2025-12-05 11:35:00,0.9698508,0.97138083,0.969677,0.9711027,50546756.0,49055772.0
2025-12-05 11:40:00,0.9711722,0.9711722,0.9701637,0.9703724,42053664.0,40822336.0
2025-12-05 11:45:00,0.9703029,0.9708244,0.9699551,0.9708244,50815060.0,49314830.0
2025-12-05 11:50:00,0.97073543,0.9708244,0.9695378,0.9696974,54981084.0,53342580.0
2025-12-05 11:55:00,0.96971166,0.9703724,0.969364,0.9694335,57204290.0,55472164.0
2025-12-05 12:00:00,0.9693987,0.969677,0.968286,0.968286,67701170.0,65596470.0
2025-12-05 12:05:00,0.968286,0.96851724,0.9671384,0.9682668,63878500.0,61837716.0
2025-12-05 12:10:00,0.968286,0.96835554,0.9671384,0.9671384,56043370.0,54234824.0
2025-12-05 12:15:00,0.9671384,0.96797293,0.967121,0.96762484,44317700.0,42875790.0
2025-12-05 12:20:00,0.96759814,0.96859896,0.967208,0.9683207,47106844.0,45596200.0
2025-12-05 12:25:00,0.96840763,0.96854675,0.9677991,0.96781653,38833740.0,37596596.0
2025-12-05 12:30:00,0.96781653,0.96795183,0.9668949,0.96738183,44897444.0,43438784.0
2025-12-05 12:35:00,0.967347,0.96905106,0.9669123,0.9690405,42932188.0,41562120.0
2025-12-05 12:40:00,0.96906114,0.97047603,0.96863365,0.97031504,63256490.0,61334844.0
2025-12-05 12:45:00,0.9703029,0.9708592,0.9695726,0.9695726,44706784.0,43369012.0
2025-12-05 12:50:00,0.9695378,0.9716306,0.96951735,0.9716306,46481950.0,45114410.0
2025-12-05 12:55:00,0.9716591,0.97176343,0.9711374,0.97155476,33980424.0,33012956.0
2025-12-05 13:00:00,0.97151995,0.97176343,0.97078973,0.9711548,35501668.0,34483016.0
2025-12-05 13:05:00,0.9711722,0.9712417,0.9703377,0.9709636,29609070.0,28748298.0
2025-12-05 13:10:00,0.9710679,0.9711027,0.9702647,0.9706854,32080160.0,31142784.0
2025-12-05 13:15:00,0.9706854,0.9707201,0.970129,0.9702333,34513576.0,33493422.0
2025-12-05 13:20:00,0.9701985,0.9706506,0.9698161,0.9699551,43996484.0,42683410.0
2025-12-05 13:25:00,0.9699899,0.97186804,0.9699899,0.9717286,34987492.0,33969148.0
2025-12-05 13:30:00,0.97186774,0.97218066,0.97148514,0.97153735,43342264.0,42118612.0
2025-12-05 13:35:00,0.9715895,0.9715895,0.9709288,0.9709984,28833782.0,28005576.0
2025-12-05 13:40:00,0.9710157,0.9710157,0.970442,0.9708234,41853800.0,40632684.0
2025-12-05 13:45:00,0.9708244,0.9711722,0.9706332,0.9711027,22867566.0,22202878.0
2025-12-05 13:50:00,0.97105813,0.9711722,0.9695726,0.9701631,40757010.0,39554332.0
2025-12-05 13:55:00,0.970129,0.970129,0.96875536,0.9691554,39365172.0,38166190.0
2025-12-05 14:00:00,0.96912056,0.9706506,0.96898144,0.9704594,34622852.0,33577348.0
2025-12-05 14:05:00,0.9705463,0.97150254,0.9702333,0.9714503,38118556.0,37010570.0
2025-12-05 14:10:00,0.97138083,0.97174907,0.9712104,0.9716591,34421268.0,33440258.0
2025-12-05 14:15:00,0.9716938,0.9716938,0.9708244,0.97089404,37747300.0,36663068.0
2025-12-05 14:20:00,0.9708592,0.9712939,0.9707201,0.97082967,35155430.0,34133316.0
2025-12-05 14:25:00,0.9708244,0.97131133,0.970581,0.9710115,49750470.0,48304332.0
2025-12-05 14:30:00,0.9709984,0.971207,0.9702333,0.9711496,47960350.0,46564570.0
2025-12-05 14:35:00,0.9711374,0.9712417,0.970129,0.9702855,40597120.0,39407556.0
2025-12-05 14:40:00,0.9702681,0.9702681,0.96929437,0.96976215,44626550.0,43283212.0
2025-12-05 14:45:00,0.9697813,0.97024375,0.9693292,0.9693987,39837360.0,38629820.0
2025-12-05 14:50:00,0.9693987,0.9698161,0.9692541,0.9697322,69271880.0,67162570.0
2025-12-05 14:55:00,0.9697813,0.9702681,0.96964216,0.9697924,36207076.0,35116190.0
2025-12-05 15:00:00,0.9698161,0.9699551,0.9688076,0.96884227,50077440.0,48542830.0
2025-12-05 15:05:00,0.96884227,0.9693292,0.96879053,0.96910316,38963436.0,37756204.0
2025-12-05 15:10:00,0.96908575,0.9700073,0.9689467,0.9697235,50855892.0,49301776.0
2025-12-05 15:15:00,0.96971166,0.9698853,0.96929437,0.9693987,39549216.0,38345830.0
2025-12-05 15:20:00,0.9694335,0.9695375,0.96859896,0.96898144,56177376.0,54443620.0
2025-12-05 15:25:00,0.96899915,0.9695726,0.96877277,0.9695079,42967850.0,41645000.0
2025-12-05 15:30:00,0.969503,0.9701985,0.9694683,0.9700243,60198180.0,58380108.0
2025-12-05 15:35:00,0.9700073,0.9702855,0.96971166,0.9699377,55115956.0,53461684.0
2025-12-05 15:40:00,0.9699551,0.9700594,0.96962476,0.9699551,51835644.0,50275316.0
2025-12-05 15:45:00,0.9699204,0.9700594,0.9682686,0.96866876,89161370.0,86417810.0
2025-12-05 15:50:00,0.96866846,0.9698161,0.96766,0.96802515,150279490.0,145552060.0
2025-12-05 15:55:00,0.96811205,0.9698334,0.96738183,0.9694683,375447360.0,363695460.0
2025-12-08 09:30:00,0.96730703,0.972526,0.9661995,0.9706506,743876600.0,720943500.0
2025-12-08 09:35:00,0.970581,0.97073233,0.9654693,0.9656083,149604850.0,144832110.0
2025-12-08 09:40:00,0.9656605,0.9666863,0.9648086,0.96633863,140063570.0,135283680.0
2025-12-08 09:45:00,0.96632123,0.96800774,0.9654345,0.9661299,81051320.0,78333944.0
2025-12-08 09:50:00,0.9661299,0.9665646,0.9652259,0.965817,71470930.0,69036220.0
2025-12-08 09:55:00,0.965817,0.9671036,0.9649824,0.9665577,83469784.0,80641420.0
2025-12-08 10:00:00,0.9665646,0.96762526,0.96515626,0.9654866,117169820.0,113210440.0
2025-12-08 10:05:00,0.9654696,0.9670341,0.9654696,0.9669123,72716680.0,70260410.0
2025-12-08 10:10:00,0.96686023,0.96783394,0.9661647,0.9668949,79769900.0,77132584.0
